ReferenceContrat;numcompteur;Ancienindex;Nouvelindex;consommation;datereleve;periode;nombrejours;categorie
22706026;82450570;88;118;30;23/10/2020;202010;60;DOM
22706028;82450599;118;144;26;23/10/2020;202010;60;DOM
24309060;82368768;368;407;39;26/10/2020;202010;60;DOM
22308115;82449304;317;395;78;22/10/2020;202010;60;DOM
22308102;82449314;82;102;20;22/10/2020;202010;60;DOM
22308123;82449320;17;21;4;22/10/2020;202010;60;DOM
22308103;82449327;136;155;19;22/10/2020;202010;60;DOM
22308177;82449335;193;228;35;22/10/2020;202010;60;DOM
24342102;82368693;308;354;46;22/10/2020;202010;60;DOM
22528006;82369543;108;124;16;27/10/2020;202010;60;DOM
24341016;82450025;74;95;21;26/10/2020;202010;60;DOM
24341044;82450037;230;288;58;26/10/2020;202010;60;DOM
24342064;82368695;502;621;119;22/10/2020;202010;60;DOM
24342087;82368720;90;98;8;22/10/2020;202010;60;DOM
24342023;82368731;404;552;148;22/10/2020;202010;60;DOM
24342095;82368744;19;36;17;22/10/2020;202010;60;DOM
22501138;82369345;287;324;37;28/10/2020;202010;60;DOM
22501116;82369355;269;321;52;28/10/2020;202010;60;DOM
22501132;82369407;214;245;31;28/10/2020;202010;60;DOM
22301202;82450542;95;117;22;27/10/2020;202010;60;DOM
24343064;82450036;917;927;10;26/10/2020;202010;60;DOM
23401107;82449443;41;56;15;26/10/2020;202010;60;DOM
24302077;82450532;78;125;47;27/10/2020;202010;60;DOM
22308107;82449338;605;670;65;26/10/2020;202010;60;DOM
22501112;82369409;92;111;19;28/10/2020;202010;60;DOM
22704044;82449896;128;148;20;23/10/2020;202010;60;DOM
22704055;82450074;1411;1552;141;23/10/2020;202010;60;DOM
22706030;82450600;36;42;6;23/10/2020;202010;60;DOM
22702028;82450078;319;364;45;23/10/2020;202010;60;DOM
22706012;82450617;801;914;113;23/10/2020;202010;60;DOM
22706010;82450638;9;10;1;23/10/2020;202010;60;DOM
22501106;82369597;970;970;0;SOUS COUPURE;202010;60;DOM
22301144;150303-0124;1790;1907;117;27/10/2020;202010;60;DOM
24343063;82450057;1;37;36;26/10/2020;202010;60;DOM
22704005;150303-0358;6206;6301;95;23/10/2020;202010;60;DOM
22501105;82369754;450;519;69;28/10/2020;202010;60;DOM
23501078;82449073;93;114;21;23/10/2020;202010;60;DOM
22706056;82450651;15;42;27;23/10/2020;202010;60;DOM
22324048;82449127;44;58;14;27/10/2020;202010;60;DOM
22324010;82449171;271;357;86;27/10/2020;202010;60;DOM
22324035;82449188;141;201;60;27/10/2020;202010;60;DOM
22501135;82369805;287;383;96;28/10/2020;202010;60;DOM
23401106;82449568;3217;4084;867;26/10/2020;202010;60;DOM
24342038;82368749;128;138;10;22/10/2020;202010;60;DOM
24342029;82368759;160;341;181;22/10/2020;202010;60;DOM
22704006;150303-0288;8112;8556;444;23/10/2020;202010;60;DOM
24342008;82368762;241;287;46;22/10/2020;202010;60;DOM
24342101;82368805;72;90;18;22/10/2020;202010;60;DOM
22324036;82449190;132;194;62;27/10/2020;202010;60;DOM
22324153;82449225;85;220;135;27/10/2020;202010;60;DOM
24308031;82449630;785;834;49;23/10/2020;202010;60;DOM
22301205;82450734;73;93;20;27/10/2020;202010;60;DOM
22301086;1503030379;8087;8151;64;27/10/2020;202010;60;DOM
22301179;14250494391;522;569;47;27/10/2020;202010;60;DOM
24304104;82448875;7;10;3;23/10/2020;202010;60;DOM
22324045;82449233;845;1049;204;27/10/2020;202010;60;DOM
24304102;82448916;74;84;10;23/10/2020;202010;60;DOM
24306064; 170 306-0043;5365;5518;153;27/10/2020;202010;60;DOM
24341055;82450039;1338;1387;49;26/10/2020;202010;60;DOM
24342085;82368812;112;133;21;22/10/2020;202010;60;DOM
22523105;82449328;454;464;10;28/10/2020;202010;60;DOM
22501034;82369909;295;350;55;28/10/2020;202010;60;DOM
22523030;82449366;2020;3236;1216;28/10/2020;202010;60;DOM
24341024;82450080;487;559;72;26/10/2020;202010;60;DOM
24341010;82450083;214;298;84;26/10/2020;202010;60;DOM
24305038;82448672;44;55;11;23/10/2020;202010;60;DOM
24305068;82448685;97;119;22;23/10/2020;202010;60;DOM
24307029;82450013;51;57;6;23/10/2020;202010;60;DOM
22308111;82449343;78;90;12;22/10/2020;202010;60;DOM
22301182;14250494342;1398;1402;4;27/10/2020;202010;60;DOM
22324113;82449242;20;27;7;27/10/2020;202010;60;DOM
24306030;150303-0066;1830;1921;91;27/10/2020;202010;60;DOM
22523102;82449374;13;16;3;28/10/2020;202010;60;DOM
22704028;170404-0015;2287;2344;57;23/10/2020;202010;60;DOM
24301033;82450404;1220;1273;53;23/10/2020;202010;60;DOM
24342067;82368829;84;99;15;22/10/2020;202010;60;DOM
22308120;82449347;43;57;14;22/10/2020;202010;60;DOM
24341051;82450100;127;165;38;26/10/2020;202010;60;DOM
22523068;82449430;1053;1210;157;28/10/2020;202010;60;DOM
24341035;82450124;950;1160;210;26/10/2020;202010;60;DOM
22523042;82449454;1350;1609;259;28/10/2020;202010;60;DOM
22523048;82449456;250;344;94;28/10/2020;202010;60;DOM
24342024;82368846;311;395;84;22/10/2020;202010;60;DOM
24309051;82368817;1241;1567;326;26/10/2020;202010;60;DOM
24309044;82368834;978;1350;372;26/10/2020;202010;60;DOM
23501087;82449088;24;32;8;23/10/2020;202010;60;DOM
22523062;82449459;663;958;295;28/10/2020;202010;60;DOM
22308168;82449348;138;189;51;22/10/2020;202010;60;DOM
24305057;82448730;9;11;2;23/10/2020;202010;60;DOM
24341005;82450130;865;1064;199;26/10/2020;202010;60;DOM
24341048;82450145;86;110;24;26/10/2020;202010;60;DOM
24342062;82368866;41;41;0;SOUS COUPURE;202010;60;DOM
22706058;82459419;11;14;3;23/10/2020;202010;60;DOM
24303011;82368784;431;484;53;27/10/2020;202010;60;DOM
24343068;82450071;234;266;32;26/10/2020;202010;60;DOM
22523023;82449463;95;119;24;28/10/2020;202010;60;DOM
22308163;82449350;54;61;7;22/10/2020;202010;60;DOM
24302045;141826345;264;309;45;27/10/2020;202010;60;DOM
24303027;82449542;692;770;78;27/10/2020;202010;60;DOM
22704007;150303-0040;5796;5881;85;23/10/2020;202010;60;DOM
24304073;82448998;62;73;11;23/10/2020;202010;60;DOM
22531018;82368903;201;236;35;27/10/2020;202010;60;DOM
24342066;82368892;53;59;6;22/10/2020;202010;60;DOM
23401072;82449938;598;721;123;26/10/2020;202010;60;DOM
23401098;82450022;0;3;3;26/10/2020;202010;60;DOM
22523029;82449476;607;752;145;28/10/2020;202010;60;DOM
22308186;82449357;2;6;4;22/10/2020;202010;60;DOM
24305048;82448947;49;56;7;23/10/2020;202010;60;DOM
23401099;82450120;83;94;11;26/10/2020;202010;60;DOM
22501098;82369915;570;711;141;28/10/2020;202010;60;DOM
22324049;82449265;22;82;60;27/10/2020;202010;60;DOM
24342076;82368909;17;20;3;22/10/2020;202010;60;DOM
24341003;82450148;2015;2432;417;26/10/2020;202010;60;DOM
22706006;37219560986-4;3;3;0;23/10/2020;202010;60;DOM
24308048;82449704;1016;1049;33;23/10/2020;202010;60;DOM
24343072;82450081;809;1015;206;26/10/2020;202010;60;DOM
22523046;82449478;38;46;8;28/10/2020;202010;60;DOM
22703006;1704040033;0;0;0;SOUS COUPURE;202010;60;DOM
22706023;37219561091-2;9;11;2;23/10/2020;202010;60;DOM
22302029;82450819;120;151;31;27/10/2020;202010;60;DOM
24342036;82368917;185;206;21;22/10/2020;202010;60;DOM
24342072;82368921;37;41;4;22/10/2020;202010;60;DOM
22706004;37219561166-2;15;17;2;23/10/2020;202010;60;DOM
22308145;82449358;126;170;44;22/10/2020;202010;60;DOM
24342032;82368928;258;296;38;22/10/2020;202010;60;DOM
22301181;14250522365;0;0;0;SOUS COUPURE;202010;60;DOM
22324074;82449297;242;298;56;27/10/2020;202010;60;DOM
22324046;82449302;1273;1418;145;27/10/2020;202010;60;DOM
24342077;82368959;24;26;2;22/10/2020;202010;60;DOM
22501136;82369949;1326;1606;280;28/10/2020;202010;60;DOM
23501085;82449229;23;32;9;23/10/2020;202010;60;DOM
22704022;150303-0470;5907;5995;88;23/10/2020;202010;60;DOM
22704008;150303-0360;11248;11654;406;23/10/2020;202010;60;DOM
23501082;82449466;23;29;6;23/10/2020;202010;60;DOM
22308174;82449365;42;340;298;22/10/2020;202010;60;DOM
22308190;82449395;251;340;89;22/10/2020;202010;60;DOM
22301068;150303-0021;8683;8958;275;27/10/2020;202010;60;DOM
22304011;150303-0284;8293;8521;228;27/10/2020;202010;60;DOM
22701030;82449565;8;10;2;23/10/2020;202010;60;DOM
24341017;82450163;186;186;0;SOUS COUPURE;202010;60;DOM
22703011;82449575;1222;1258;36;23/10/2020;202010;60;DOM
24309046;82368868;75;89;14;26/10/2020;202010;60;DOM
24342088;82368960;1746;1997;251;22/10/2020;202010;60;DOM
22501013;82449111;102;142;40;28/10/2020;202010;60;DOM
22705007;150303-0037;3993;4010;17;23/10/2020;202010;60;DOM
22308112;82449396;106;147;41;22/10/2020;202010;60;DOM
23501086;82449498;575;619;44;23/10/2020;202010;60;DOM
22308164;82449398;156;186;30;22/10/2020;202010;60;DOM
22308203;82449420;130;149;19;22/10/2020;202010;60;DOM
22308136;82449421;160;186;26;22/10/2020;202010;60;DOM
24306006;150303-0105;4129;4172;43;27/10/2020;202010;60;DOM
24305054;82448954;71;88;17;23/10/2020;202010;60;DOM
24341038;82450164;32;37;5;26/10/2020;202010;60;DOM
24342068;82368981;67;79;12;22/10/2020;202010;60;DOM
24342047;82368983;67;87;20;22/10/2020;202010;60;DOM
22324087;82449307;61;78;17;27/10/2020;202010;60;DOM
22324118;82449317;36;47;11;27/10/2020;202010;60;DOM
24341008;82450171;667;816;149;26/10/2020;202010;60;DOM
24309075;82368895;5254;5621;367;26/10/2020;202010;60;DOM
24341041;82450189;324;439;115;26/10/2020;202010;60;DOM
22704027;1704040013;3390;3390;0;SOUS COUPURE;202010;60;DOM
22308134;82449440;201;223;22;22/10/2020;202010;60;DOM
22701024;82449576;65;82;17;23/10/2020;202010;60;DOM
22308122;82449838;170;202;32;22/10/2020;202010;60;DOM
23401104;82450126;580;655;75;26/10/2020;202010;60;DOM
24309002;82368933;1715;1727;12;26/10/2020;202010;60;DOM
22308200;82449951;681;709;28;22/10/2020;202010;60;DOM
24341028;82450206;9;16;7;26/10/2020;202010;60;DOM
24342030;82368998;2494;2694;200;22/10/2020;202010;60;DOM
23401097;82450192;78;96;18;26/10/2020;202010;60;DOM
24342015;82369001;2761;2989;228;22/10/2020;202010;60;DOM
22501154;82449512;6;6;0;28/10/2020;202010;60;DOM
22308191;82450002;88;106;18;22/10/2020;202010;60;DOM
22308108;82450017;166;208;42;22/10/2020;202010;60;DOM
22308165;82450051;432;491;59;22/10/2020;202010;60;DOM
22324015;82449375;172;257;85;27/10/2020;202010;60;DOM
22324084;82449384;780;794;14;27/10/2020;202010;60;DOM
24341050;82450228;991;1184;193;26/10/2020;202010;60;DOM
24341030;82450254;3453;3914;461;26/10/2020;202010;60;DOM
22324116;82449393;1166;1166;0;SOUS COUPURE;202010;60;DOM
24343053;82450082;144;171;24;26/10/2020;202010;60;DOM
24343075;82450095;175;190;15;26/10/2020;202010;60;DOM
24342055;82369017;60;68;8;22/10/2020;202010;60;DOM
24342020;82369032;1672;1809;137;22/10/2020;202010;60;DOM
22501022;82449925;138;160;22;28/10/2020;202010;60;DOM
24309050;82368972;408;432;24;26/10/2020;202010;60;DOM
24305041;82449089;95;120;25;23/10/2020;202010;60;DOM
23401096;82450211;665;851;186;26/10/2020;202010;60;DOM
22523010;82449482;1623;1886;263;28/10/2020;202010;60;DOM
24303026;82449545;30;36;6;27/10/2020;202010;60;DOM
22704025;170404-0013;0;0;0;SOUS COUPURE;202010;60;DOM
22308109;82450137;57;61;4;22/10/2020;202010;60;DOM
22523047;82449486;84;125;40;28/10/2020;202010;60;DOM
24329094;82369038;2252;2421;169;22/10/2020;202010;60;DOM
22324022;82449401;398;610;212;27/10/2020;202010;60;DOM
24301032;82450447;1006;1062;56;23/10/2020;202010;60;DOM
22701027;82449958;708;891;183;23/10/2020;202010;60;DOM
22523059;82449489;1168;1378;210;28/10/2020;202010;60;DOM
22324062;82449416;25;38;13;27/10/2020;202010;60;DOM
22324134;82449481;35;45;10;27/10/2020;202010;60;DOM
22501163;82450578;1410;1691;281;28/10/2020;202010;60;DOM
22308114;82450146;855;855;0;SOUS COUPURE;202010;60;DOM
24340002;82369180;37;41;4;22/10/2020;202010;60;DOM
24329111;82369268;90;114;24;22/10/2020;202010;60;DOM
22523045;82449492;79;96;17;28/10/2020;202010;60;DOM
22706032;37219561224-9;30;45;15;23/10/2020;202010;60;DOM
22308159;82450150;70;97;27;22/10/2020;202010;60;DOM
24304097;82449106;101;128;27;23/10/2020;202010;60;DOM
22324061;82449502;89;119;30;27/10/2020;202010;60;DOM
22701029;82449960;622;811;189;23/10/2020;202010;60;DOM
23401102;82450248;724;791;67;26/10/2020;202010;60;DOM
24342108;82369273;9;10;1;22/10/2020;202010;60;DOM
24307035;82450460;58;67;9;23/10/2020;202010;60;DOM
24304098;82449126;76;97;21;23/10/2020;202010;60;DOM
22308169;82450159;91;102;11;22/10/2020;202010;60;DOM
22701031;82449991;493;536;43;23/10/2020;202010;60;DOM
22324077;82449511;64;80;16;27/10/2020;202010;60;DOM
22308101;82450166;0;0;0;SOUS COUPURE;202010;60;DOM
24304083;82449142;72;99;27;23/10/2020;202010;60;DOM
22324051;82449517;2224;2250;26;27/10/2020;202010;60;DOM
22324136;82449530;43;67;24;27/10/2020;202010;60;DOM
22324072;82449544;554;695;141;27/10/2020;202010;60;DOM
22501162;82450605;158;227;69;28/10/2020;202010;60;DOM
24342103;82369274;105;126;21;22/10/2020;202010;60;DOM
22308178;82450194;160;195;35;22/10/2020;202010;60;DOM
22324031;82449554;42;50;8;27/10/2020;202010;60;DOM
22324032;82449567;33;44;11;27/10/2020;202010;60;DOM
24309055;82369069;33;38;5;26/10/2020;202010;60;DOM
24340010;82369281;123;136;13;22/10/2020;202010;60;DOM
22501155;82450613;178;258;80;28/10/2020;202010;60;DOM
24305059;82449109;14;17;3;23/10/2020;202010;60;DOM
22324135;82449570;3;3;0;27/10/2020;202010;60;DOM
22308141;82450209;186;216;30;22/10/2020;202010;60;DOM
22308155;82450217;84;93;9;22/10/2020;202010;60;DOM
22308146;82450234;249;271;22;22/10/2020;202010;60;DOM
22308182;82450249;122;148;26;22/10/2020;202010;60;DOM
22308126;82450395;154;192;38;22/10/2020;202010;60;DOM
22308005;82450459;61;70;9;22/10/2020;202010;60;DOM
22308181;82450470;495;510;15;22/10/2020;202010;60;DOM
24341013;82450261;57;71;14;26/10/2020;202010;60;DOM
22523037;82449497;126;190;64;28/10/2020;202010;60;DOM
24329091;82369322;2250;2493;243;22/10/2020;202010;60;DOM
22523063;82449507;106;125;19;28/10/2020;202010;60;DOM
22308204;82450471;163;186;23;22/10/2020;202010;60;DOM
24329043;82369342;173;194;21;22/10/2020;202010;60;DOM
24341019;82450274;92;92;0;SOUS COUPURE;202010;60;DOM
24301030;82450491;80;88;8;23/10/2020;202010;60;DOM
24342041;82369351;34;41;7;22/10/2020;202010;60;DOM
22706042;37219561240-5;17;21;4;23/10/2020;202010;60;DOM
23501079;82449549;265;361;96;23/10/2020;202010;60;DOM
22308116;82450539;0;0;0;SOUS COUPURE;202010;60;DOM
24341014;82450277;34;63;29;26/10/2020;202010;60;DOM
22706049;37219561331-5;4;8;4;23/10/2020;202010;60;DOM
24307031;82450548;191;278;87;23/10/2020;202010;60;DOM
22308090;141826308;1847;1950;103;22/10/2020;202010;60;DOM
24305036;82449239;282;307;25;23/10/2020;202010;60;DOM
24302001;150303-0169;1923;2045;122;27/10/2020;202010;60;DOM
22308084;141826309;1852;2111;259;22/10/2020;202010;60;DOM
22523061;82449519;295;371;76;28/10/2020;202010;60;DOM
22324137;82449791;11;14;3;27/10/2020;202010;60;DOM
22531006;82369387;308;383;75;27/10/2020;202010;60;DOM
24305040;82449256;29;35;6;23/10/2020;202010;60;DOM
22706037;37219561760-5;13;15;2;23/10/2020;202010;60;DOM
24308040;82449719;37;37;0;23/10/2020;202010;60;DOM
24343071;82450101;784;859;75;26/10/2020;202010;60;DOM
23501081;82449550;770;948;178;23/10/2020;202010;60;DOM
22308089;141826310;1812;1850;38;22/10/2020;202010;60;DOM
22308068;141826311;1031;1070;39;22/10/2020;202010;60;DOM
22301017;150303-0022;5709;5898;189;27/10/2020;202010;60;DOM
24342012;82369363;69;85;16;22/10/2020;202010;60;DOM
23509063;82449437;2;6;4;26/10/2020;202010;60;DOM
22702027;82450097;60;66;6;23/10/2020;202010;60;DOM
22706016;37219567372-6;12;14;2;23/10/2020;202010;60;DOM
22308087;141826312;2191;2191;0;SOUS COUPURE;202010;60;DOM
24341009;82450287;309;543;234;26/10/2020;202010;60;DOM
22531004;82450323;24;26;2;27/10/2020;202010;60;DOM
22531029;82368788;2097;2210;113;27/10/2020;202010;60;DOM
24329066;82369376;262;297;35;22/10/2020;202010;60;DOM
24341036;82450290;793;847;54;26/10/2020;202010;60;DOM
23509019;82450012;48;53;5;26/10/2020;202010;60;DOM
22301081;150303-0023;4413;4482;69;27/10/2020;202010;60;DOM
24340014;82369378;86;99;13;22/10/2020;202010;60;DOM
24304080;82449149;63;75;12;23/10/2020;202010;60;DOM
22308067;141826314;885;954;69;22/10/2020;202010;60;DOM
22303025;1503030033;0;0;0;SOUS COUPURE;202010;60;DOM
24341018;82450309;195;514;319;26/10/2020;202010;60;DOM
22701025;82450092;113;143;30;23/10/2020;202010;60;DOM
22501090;82450683;187;247;60;28/10/2020;202010;60;DOM
22301076;150303-0030;6390;6440;50;27/10/2020;202010;60;DOM
22501168;82450686;211;313;102;28/10/2020;202010;60;DOM
24341025;82450312;124;173;49;26/10/2020;202010;60;DOM
24343055;82450102;142;160;18;26/10/2020;202010;60;DOM
22308091;141826315;2712;2754;42;22/10/2020;202010;60;DOM
22301059;150303-0082;7503;7615;112;27/10/2020;202010;60;DOM
22523050;82449540;420;533;113;28/10/2020;202010;60;DOM
24305039;82449295;84;96;12;23/10/2020;202010;60;DOM
22523060;82449556;48;57;9;28/10/2020;202010;60;DOM
24308050;82449743;516;646;130;23/10/2020;202010;60;DOM
22501164;82450702;65;88;23;28/10/2020;202010;60;DOM
22523082;82449907;58;69;11;28/10/2020;202010;60;DOM
22308092;141826316;2661;2661;0;SOUS COUPURE;202010;60;DOM
22301119;150303-0097;1770;2157;387;27/10/2020;202010;60;DOM
22308085;141826317;855;1180;325;22/10/2020;202010;60;DOM
24342052;82369385;103;163;60;22/10/2020;202010;60;DOM
24343065;82450114;110;154;44;26/10/2020;202010;60;DOM
24343074;82450178;127;157;30;26/10/2020;202010;60;DOM
24343057;82450190;1010;1145;135;26/10/2020;202010;60;DOM
24304079;82449150;11;15;4;23/10/2020;202010;60;DOM
24307033;82450555;27;32;5;23/10/2020;202010;60;DOM
24307030;82450573;33;41;8;23/10/2020;202010;60;DOM
22501172;82450719;73;142;69;28/10/2020;202010;60;DOM
24305065;82449342;71;98;27;23/10/2020;202010;60;DOM
22523054;82450226;1953;2104;151;28/10/2020;202010;60;DOM
22528013;82369629;509;558;49;27/10/2020;202010;60;DOM
24309013;82369218;131;154;23;26/10/2020;202010;60;DOM
24309071;82369233;645;743;98;26/10/2020;202010;60;DOM
24309070;82369327;51;61;10;26/10/2020;202010;60;DOM
22308033;1708090152;0;0;0;SOUS COUPURE;202010;60;DOM
22301120;150303-0099;2224;2505;281;27/10/2020;202010;60;DOM
24342035;82369414;238;283;45;22/10/2020;202010;60;DOM
22523038;82450246;97;119;22;28/10/2020;202010;60;DOM
24341093;37219562750-2;5;14;9;26/10/2020;202010;60;DOM
22324040;82449898;0;0;0;27/10/2020;202010;60;DOM
22324091;82449920;278;282;4;27/10/2020;202010;60;DOM
22308018;14250494318;531;555;24;22/10/2020;202010;60;DOM
24342121;82369423;5155;5438;283;22/10/2020;202010;60;DOM
23501080;82449560;724;781;57;23/10/2020;202010;60;DOM
24308011;82449818;30;33;3;23/10/2020;202010;60;DOM
24302026;150303-0229;8160;8306;146;27/10/2020;202010;60;DOM
22301142;150303-0123;6983;7177;194;23/10/2020;202010;60;DOM
24343043;141826313;798;827;29;26/10/2020;202010;60;DOM
24341062;37219563360-9;34;64;30;26/10/2020;202010;60;DOM
24342045;82369440;46;55;9;22/10/2020;202010;60;DOM
24305045;82449450;1098;1419;321;23/10/2020;202010;60;DOM
22523006;82450340;990;1329;339;28/10/2020;202010;60;DOM
22523052;82450358;49;71;22;28/10/2020;202010;60;DOM
22501159;82450775;206;291;85;28/10/2020;202010;60;DOM
22501153;82450802;1254;1424;170;28/10/2020;202010;60;DOM
22531010;82369657;97;128;31;27/10/2020;202010;60;DOM
22705019;170303-0472;3183;3286;103;23/10/2020;202010;60;DOM
24329110;82369445;311;382;71;22/10/2020;202010;60;DOM
22324083;82449943;81;99;18;27/10/2020;202010;60;DOM
24309004;82369334;173;200;27;26/10/2020;202010;60;DOM
24309027;82369482;208;224;16;26/10/2020;202010;60;DOM
24306019;150303-0258;6868;7050;182;27/10/2020;202010;60;DOM
24342014;82369464;18;20;2;22/10/2020;202010;60;DOM
24342051;82369469;699;785;86;22/10/2020;202010;60;DOM
22704038;82449041;662;1091;429;23/10/2020;202010;60;DOM
22324028;82449948;567;683;116;27/10/2020;202010;60;DOM
24341078;37219563394-8;48;97;49;26/10/2020;202010;60;DOM
24304089;82449164;77;97;20;23/10/2020;202010;60;DOM
22703007;1708090284;3078;3104;26;23/10/2020;202010;60;DOM
24304093;82449173;86;107;21;23/10/2020;202010;60;DOM
24304087;82450356;20;27;7;23/10/2020;202010;60;DOM
24304096;82450411;45;57;12;23/10/2020;202010;60;DOM
24304081;82450442;96;114;18;23/10/2020;202010;60;DOM
24304068;82450497;111;131;20;23/10/2020;202010;60;DOM
22501167;82450910;70;175;105;28/10/2020;202010;60;DOM
24342050;82369478;32;39;7;22/10/2020;202010;60;DOM
24343069;37219579655;53;115;62;26/10/2020;202010;60;DOM
22706034;37219578061-6;16;22;6;23/10/2020;202010;60;DOM
24343051;14 2505 2667 1;274;312;38;26/10/2020;202010;60;DOM
24341067;37219563675-0;20;30;10;26/10/2020;202010;60;DOM
23501075;82449877;75;118;43;23/10/2020;202010;60;DOM
23509059;82450047;494;614;120;26/10/2020;202010;60;DOM
22308083;14250516821;1768;1880;112;22/10/2020;202010;60;DOM
23501084;82450119;667;782;115;23/10/2020;202010;60;DOM
24307032;82450637;78;96;18;23/10/2020;202010;60;DOM
22308081;14250516839;3181;3241;100;22/10/2020;202010;60;DOM
22308063;14250516862;206;244;38;22/10/2020;202010;60;DOM
22302017;150303-0112;696;702;6;23/10/2020;202010;60;DOM
24304100;82450505;49;56;7;23/10/2020;202010;60;DOM
24342104;82369480;27;31;4;22/10/2020;202010;60;DOM
22301058;150303-0249;8140;8313;173;23/10/2020;202010;60;DOM
22324054;82450087;600;791;191;27/10/2020;202010;60;DOM
22308061;14250526648;2400;2415;15;22/10/2020;202010;60;DOM
22703014;82449916;55;65;10;23/10/2020;202010;60;DOM
24341059;37219564111-5;543;797;254;26/10/2020;202010;60;DOM
22324033;82450151;372;438;66;27/10/2020;202010;60;DOM
22523015;82450363;73;81;8;28/10/2020;202010;60;DOM
24305002;82449488;69;88;19;23/10/2020;202010;60;DOM
24342046;82369504;146;164;18;22/10/2020;202010;60;DOM
22706033;37219578095-4;4;5;1;23/10/2020;202010;60;DOM
23509060;82450210;62;66;4;26/10/2020;202010;60;DOM
22308065;14 2504 9432 6;2907;2981;74;22/10/2020;202010;60;DOM
22301057;150303-0250;8287;8422;135;23/10/2020;202010;60;DOM
22523057;82450368;519;703;184;28/10/2020;202010;60;DOM
24309057;82369489;416;511;95;26/10/2020;202010;60;DOM
24343027;150303-0065;7109;7574;465;26/10/2020;202010;60;DOM
24306014;150303-0283;15507;15975;468;27/10/2020;202010;60;DOM
22308066;14 2504 9437 5;846;897;51;22/10/2020;202010;60;DOM
22308074;14 2505 1688 8;2781;2892;111;22/10/2020;202010;60;DOM
24342086;82369518;21;25;4;22/10/2020;202010;60;DOM
24305072;82449500;285;297;12;23/10/2020;202010;60;DOM
22302027;82450415;417;510;93;27/10/2020;202010;60;DOM
24342100;82369527;10;13;3;22/10/2020;202010;60;DOM
22324052;82450172;191;237;46;27/10/2020;202010;60;DOM
24307028;82450647;28;32;4;23/10/2020;202010;60;DOM
22706005;37219578111-9;18;35;17;23/10/2020;202010;60;DOM
24309058;82369560;377;442;65;26/10/2020;202010;60;DOM
22308079;14 2505 2662 2;2794;3019;225;22/10/2020;202010;60;DOM
22308031;14 2505 2665 5;1727;1852;125;22/10/2020;202010;60;DOM
24304101;82450543;53;65;12;23/10/2020;202010;60;DOM
24341087;37219565191-6;65;109;44;26/10/2020;202010;60;DOM
24342082;82369529;492;543;51;22/10/2020;202010;60;DOM
22531030;82369384;104;120;16;27/10/2020;202010;60;DOM
24342090;82369537;45;52;7;22/10/2020;202010;60;DOM
24342080;82369572;139;170;31;22/10/2020;202010;60;DOM
24301009;150303-0053;4842;4916;74;23/10/2020;202010;60;DOM
22308073;14 2505 2668 9;2249;2435;186;22/10/2020;202010;60;DOM
22501158;82450923;50;62;12;28/10/2020;202010;60;DOM
22308064;150303-0313;5751;6437;686;22/10/2020;202010;60;DOM
22702001;150303-0150;1819;1845;26;23/10/2020;202010;60;DOM
24342069;82369579;29;35;6;22/10/2020;202010;60;DOM
24342042;82369592;60;77;17;22/10/2020;202010;60;DOM
23401047;82450255;746;829;83;26/10/2020;202010;60;DOM
24305037;82449521;94;122;28;23/10/2020;202010;60;DOM
22308057;170809-0043;485;524;39;22/10/2020;202010;60;DOM
22308026;170809-0044;3152;3195;43;22/10/2020;202010;60;DOM
24309032;82369566;45;50;5;26/10/2020;202010;60;DOM
24342010;82369606;74;91;17;22/10/2020;202010;60;DOM
22523027;82450376;1089;1151;62;28/10/2020;202010;60;DOM
24305051;82449523;11;13;2;23/10/2020;202010;60;DOM
24308002;82449873;26;34;8;23/10/2020;202010;60;DOM
24302029;150303-0243;7032;7231;199;27/10/2020;202010;60;DOM
22308062;170809-0045;3279;3305;26;22/10/2020;202010;60;DOM
24306045;150303-0302;5402;5402;0;SOUS COUPURE;202010;60;DOM
22706003;37219578129-1;8;11;3;23/10/2020;202010;60;DOM
22308025;170809-0046;3380;3435;55;22/10/2020;202010;60;DOM
24305042;82449562;36;42;6;23/10/2020;202010;60;DOM
22308046;170809-0071;2293;2404;111;22/10/2020;202010;60;DOM
22308042;170809-0072;1882;1985;103;22/10/2020;202010;60;DOM
22308015;170809-0073;2917;2929;12;22/10/2020;202010;60;DOM
22308056;170809-0074;3632;3799;167;22/10/2020;202010;60;DOM
22308040;170809-0095;3981;4136;155;22/10/2020;202010;60;DOM
22308048;170809-0096;2563;2701;138;22/10/2020;202010;60;DOM
24342039;82369617;152;173;21;22/10/2020;202010;60;DOM
22523025;82450392;46;67;21;28/10/2020;202010;60;DOM
24341079;37219565266-6;30;61;31;26/10/2020;202010;60;DOM
24341094;37219565407-6;54;72;18;26/10/2020;202010;60;DOM
24342025;82369630;42;53;11;22/10/2020;202010;60;DOM
24342070;82369631;42;46;4;22/10/2020;202010;60;DOM
24342092;82369633;956;1085;129;22/10/2020;202010;60;DOM
24342089;82369666;74;110;36;22/10/2020;202010;60;DOM
22324050;82450179;123;157;34;27/10/2020;202010;60;DOM
22308038;170809-0097;1470;1475;5;22/10/2020;202010;60;DOM
22308020;170809-0098;5371;5624;253;22/10/2020;202010;60;DOM
22301056;150303-0252;6391;6434;43;27/10/2020;202010;60;DOM
22523014;82450406;473;596;123;28/10/2020;202010;60;DOM
