ReferenceContrat;numcompteur;Ancienindex;Nouvelindex;consommation;datereleve;periode;nombrejours;categorie
11117081;37219570910;14;23;9;28/10/2020;202010;60;DOM
11117070;82450677;456;459;3;28/10/2020;202010;60;DOM
11117051;1708090041;2933;3116;183;28/10/2020;202010;60;DOM
11117063;82449251;54;64;10;28/10/2020;202010;60;DOM
11117055;141826390;2571;2658;87;28/10/2020;202010;60;DOM
11117074;82450263;109;120;11;28/10/2020;202010;30;PRO
11117017;1708090255;809;850;41;28/10/2020;202010;60;DOM
11117011;1708090232;2011;2044;33;28/10/2020;202010;60;DOM
11117080;37219571496;19;49;30;28/10/2020;202010;60;DOM
11117078;37219570225;81;99;18;28/10/2020;202010;60;DOM
11117064;82449316;170;193;23;28/10/2020;202010;60;DOM
11117071;37219569847;14;19;5;28/10/2020;202010;60;DOM
11220081;82448735;137;191;54;28/10/2020;202010;60;DOM
11220046;82369390;810;921;111;28/10/2020;202010;60;DOM
11220053;82368487;564;641;77;28/10/2020;202010;60;DOM
11220056;82368894;597;601;4;28/10/2020;202010;60;DOM
11220043;2,01607E+11;384;418;34;28/10/2020;202010;60;DOM
11220089;82449278;471;540;69;28/10/2020;202010;60;DOM
11220084;41235961;3244;3873;629;28/10/2020;202010;30;PRO
11220048;141826415;2741;2830;89;28/10/2020;202010;60;DOM
11220051;82369567;1200;1523;323;28/10/2020;202010;60;DOM
11220057;82367985;4254;4733;479;28/10/2020;202010;60;DOM
11220094;37219577311;10;21;11;28/10/2020;202010;60;DOM
11220049;2,01607E+11;2733;3064;331;28/10/2020;202010;60;DOM
11220069;82368946;4118;4118;0;28/10/2020;202010;60;DOM
11220088;82449284;877;979;102;28/10/2020;202010;60;DOM
11220078;14250517753;1756;1766;10;28/10/2020;202010;60;DOM
11220062;82368304;1305;1366;61;28/10/2020;202010;60;DOM
11220045;141826460;4324;4610;286;28/10/2020;202010;60;DOM
11220040;1,425E+11;3038;3228;190;28/10/2020;202010;60;DOM
11220090;82449299;681;736;55;28/10/2020;202010;60;DOM
11220059;82369037;1635;1683;48;28/10/2020;202010;60;DOM
11220050;82369908;2285;2300;15;28/10/2020;202010;60;DOM
11220052;82369524;2802;2802;0;28/10/2020;202010;60;DOM
11220027;1703060036;3147;3200;53;28/10/2020;202010;60;DOM
11220026;1708090292;7658;7840;182;28/10/2020;202010;60;DOM
11220085;82449266;1792;2402;610;28/10/2020;202010;60;DOM
11220079;82368951;278;304;26;28/10/2020;202010;60;DOM
11220098;37219574185;90;118;28;28/10/2020;202010;60;DOM
11220070;82368290;233;250;17;28/10/2020;202010;60;DOM
11220097;37219571975;8;19;11;28/10/2020;202010;60;DOM
11220109;37219578335;0;12;12;28/10/2020;202010;60;DOM
11220028;1604215203;1535;1612;77;28/10/2020;202010;60;DOM
11220055;37219578566;10;68;58;28/10/2020;202010;60;DOM
11220105;37219571462;0;151;151;28/10/2020;202010;60;DOM
11220066;82369511;2452;2591;139;28/10/2020;202010;60;DOM
11220047;141826459;1386;1390;4;28/10/2020;202010;60;DOM
11220086;82449263;419;427;8;28/10/2020;202010;60;DOM
11220074;82368055;509;523;14;28/10/2020;202010;60;DOM
11220075;82369157;1638;1854;216;28/10/2020;202010;60;DOM
11220106;37219577196;0;19;19;28/10/2020;202010;60;DOM
11220102;37219571255;27;76;49;28/10/2020;202010;60;DOM
11220035;1708090291;2344;2360;16;28/10/2020;202010;60;DOM
11220082;41237557;4437;4910;473;28/10/2020;202010;30;PRO
11220092;37219572254;527;962;435;28/10/2020;202010;60;DOM
11220107;37219577170;0;0;0;28/10/2020;202010;60;DOM
11220091;82449040;933;981;48;28/10/2020;202010;60;DOM
11220100;82449881;0;460;460;28/10/2020;202010;60;DOM
11220064;82369419;93;99;6;28/10/2020;202010;60;DOM
11220037;1708090301;4880;5017;137;28/10/2020;202010;60;DOM
11220060;82368918;2114;2258;144;28/10/2020;202010;60;DOM
11220067;82369640;337;371;34;28/10/2020;202010;60;DOM
11220099;37219578269;737;1011;274;28/10/2020;202010;60;DOM
11220058;82368738;2160;2179;19;28/10/2020;202010;60;DOM
11220001;1708080292;2056;2208;152;28/10/2020;202010;60;DOM
11220042;141826458;1965;2024;59;28/10/2020;202010;60;DOM
11220029;1708090016;3799;4014;215;28/10/2020;202010;60;DOM
11220041;141826388;1080;1119;39;28/10/2020;202010;60;DOM
11220083;41237535;6295;7590;1295;28/10/2020;202010;30;PRO
11220036;1708090294;3991;4286;295;28/10/2020;202010;60;DOM
11220108;37219577204;0;82;82;28/10/2020;202010;60;DOM
11220077;82449268;198;223;25;28/10/2020;202010;60;DOM
11220080;37219578988;7;11;4;28/10/2020;202010;60;DOM
11220054;82369052;1947;2118;171;28/10/2020;202010;60;DOM
11220044;141826463;2483;2500;17;28/10/2020;202010;60;DOM
11220065;82369336;2650;2860;210;28/10/2020;202010;60;DOM
11220103;37219574433;452;494;42;28/10/2020;202010;60;DOM
11220025;1703060035;4074;4259;185;28/10/2020;202010;60;DOM
11220063;82368151;921;1299;378;28/10/2020;202010;60;DOM
11220076;37219577659;386;650;264;28/10/2020;202010;60;DOM
11220039;3468;29902;30279;377;28/10/2020;202010;30;PRO
11220071;82448751;41;46;5;28/10/2020;202010;60;DOM
11220068;82368584;1760;1929;169;28/10/2020;202010;60;DOM
11119044;82453002;37;51;14;28/10/2020;202010;60;DOM
11119047;82449779;1423;2307;884;28/10/2020;202010;60;DOM
11119012;1703060001;2815;2825;10;28/10/2020;202010;60;DOM
11119043;82453334;241;426;185;28/10/2020;202010;60;DOM
11119046;1604215698;25;45;20;28/10/2020;202010;60;DOM
11119026;1704040003;533;574;41;28/10/2020;202010;60;DOM
11119025;1704040002;3896;4062;166;28/10/2020;202010;60;DOM
11119041;41289747;866;1095;229;28/10/2020;202010;30;PRO
11119045;82453245;174;193;19;28/10/2020;202010;60;DOM
11119042;82453036;69;80;11;28/10/2020;202010;60;DOM
11224001;82450490;1296;1304;8;28/10/2020;202010;60;DOM
11120003;82450322;136;159;23;28/10/2020;202010;60;DOM
11124178;82369869;98;126;28;28/10/2020;202010;60;DOM
11124041;ges;4768;4944;176;28/10/2020;202010;60;DOM
11124131;82368351;1661;1890;229;28/10/2020;202010;60;DOM
11124180;82453049;985;1131;146;28/10/2020;202010;60;DOM
11124164;82368279;625;680;55;28/10/2020;202010;60;DOM
11124051;14250493781;3668;3668;0;28/10/2020;202010;60;DOM
11124113;141826417;745;836;91;28/10/2020;202010;60;DOM
11124069;ges;1944;1985;41;28/10/2020;202010;60;DOM
11124179;82369405;969;1050;81;28/10/2020;202010;60;DOM
11124162;82368803;669;817;148;28/10/2020;202010;60;DOM
11124168;82367824;889;1042;153;28/10/2020;202010;60;DOM
11124185;82369888;901;921;20;28/10/2020;202010;60;DOM
11124197;82369116;414;490;76;28/10/2020;202010;60;DOM
11124189;82369124;139;147;8;28/10/2020;202010;60;DOM
11124169;82449018;991;1186;195;28/10/2020;202010;60;DOM
11124141;82368381;209;223;14;28/10/2020;202010;60;DOM
11124042;1708090389;839;846;7;28/10/2020;202010;60;DOM
11124147;82368880;739;802;63;28/10/2020;202010;60;DOM
11124140;82369538;1189;1266;77;28/10/2020;202010;60;DOM
11124143;82369035;99;107;8;28/10/2020;202010;60;DOM
11124182;82449313;693;730;37;28/10/2020;202010;60;DOM
11124249;82450226;514;532;18;28/10/2020;202010;60;DOM
11124224;82451684;599;688;89;28/10/2020;202010;60;DOM
11124150;82368299;4080;4384;304;28/10/2020;202010;60;DOM
11124165;82368320;254;272;18;28/10/2020;202010;60;DOM
11124243;41289665;1040;1271;231;28/10/2020;202010;30;PRO
11124242;ges;104;123;19;28/10/2020;202010;30;PRO
11124068;14250493724;2269;2383;114;28/10/2020;202010;60;DOM
11124120;1604214775;1157;1295;138;28/10/2020;202010;60;DOM
11124156;82368396;1661;1855;194;28/10/2020;202010;60;DOM
11124059;170800242;4216;4389;173;28/10/2020;202010;60;DOM
11124102;1604215773;245;266;21;28/10/2020;202010;60;DOM
11124106;14250515203;2425;2496;71;28/10/2020;202010;60;DOM
11124134;82368186;225;262;37;28/10/2020;202010;60;DOM
11124163;82369622;186;233;47;28/10/2020;202010;60;DOM
11124171;82368848;189;273;84;28/10/2020;202010;60;DOM
11124205;82449762;773;814;41;28/10/2020;202010;60;DOM
11124263;37219572213;30;52;22;28/10/2020;202010;60;DOM
11124208;82450221;150;166;16;28/10/2020;202010;60;DOM
11124234;82449432;965;1103;138;28/10/2020;202010;60;DOM
11124236;82449885;10;19;9;28/10/2020;202010;60;DOM
11124048;ges;847;890;43;28/10/2020;202010;60;DOM
11124214;41235933;8693;10108;1415;28/10/2020;202010;30;PRO
11124210;ges;45;79;34;28/10/2020;202010;60;DOM
11124217;82450504;552;782;230;28/10/2020;202010;60;DOM
11124111;141826461;1330;1370;40;28/10/2020;202010;60;DOM
11124115;2016  07098427;641;958;317;28/10/2020;202010;60;DOM
11124116;2,01607E+11;342;497;155;28/10/2020;202010;60;DOM
11124064;14250493757;2250;2250;0;28/10/2020;202010;60;DOM
11124200;82369657;40;59;19;28/10/2020;202010;60;DOM
11124129;82448717;1402;1597;195;28/10/2020;202010;60;DOM
11124039;ges;5533;5574;41;28/10/2020;202010;60;DOM
11124196;82368696;1219;1252;33;28/10/2020;202010;60;DOM
11124244;ges;74;94;20;28/10/2020;202010;60;DOM
11124001;41236458;39859;43410;3551;28/10/2020;202010;30;PRO
11124063;14225394759;6258;7055;797;28/10/2020;202010;30;PRO
11124114;141826464;3755;3755;0;28/10/2020;202010;60;DOM
11124067;14250493765;2951;2970;19;28/10/2020;202010;60;DOM
11124118;2,01607E+11;3911;3961;50;28/10/2020;202010;60;DOM
11124181;82369492;90;101;11;28/10/2020;202010;60;DOM
11124231;82450654;921;1054;133;28/10/2020;202010;60;DOM
11124080;2,01607E+11;2783;3069;286;28/10/2020;202010;60;DOM
11124260;37219571421;34;51;17;28/10/2020;202010;60;DOM
11124153;82368315;1289;1357;68;28/10/2020;202010;60;DOM
11124259;ges;21;43;22;28/10/2020;202010;60;DOM
11124096;14250493732;3390;3556;166;28/10/2020;202010;60;DOM
11124139;82368327;1535;1765;230;28/10/2020;202010;60;DOM
11124195;82368091;177;243;66;28/10/2020;202010;60;DOM
11124184;82450486;20;24;4;28/10/2020;202010;60;DOM
11124108;14225394379;1676;1676;0;28/10/2020;202010;30;PRO
11124172;82368985;1838;1850;12;28/10/2020;202010;60;DOM
11124032;1708090204;2225;2403;178;28/10/2020;202010;60;DOM
11124035;ges;3703;3784;81;28/10/2020;202010;60;DOM
11124241;82451027;1455;1816;361;28/10/2020;202010;60;DOM
11124246;82449159;6381;8423;2042;28/10/2020;202010;60;DOM
11124216;82449291;208;232;24;28/10/2020;202010;60;DOM
11124049;ges;5461;5976;515;28/10/2020;202010;60;DOM
11124105;1604214804;3884;4310;426;28/10/2020;202010;60;DOM
11124107;170507141;1583;1700;117;28/10/2020;202010;60;DOM
11124191;82369200;469;604;135;28/10/2020;202010;60;DOM
11124223;82450426;14;18;4;28/10/2020;202010;60;DOM
11124256;37219568153;14;20;6;28/10/2020;202010;60;DOM
11124058;ges;1820;2061;241;28/10/2020;202010;60;DOM
11124052;14-2253-9377-7;11372;12455;1083;28/10/2020;202010;30;PRO
11124099;14250493740;450;527;77;28/10/2020;202010;60;DOM
11124100;1604215190;2576;2859;283;28/10/2020;202010;60;DOM
11124109;170505239;2576;2899;323;28/10/2020;202010;60;DOM
11124112;141826410;419;490;71;28/10/2020;202010;60;DOM
11124167;82368441;57;132;75;28/10/2020;202010;60;DOM
11124127;82368719;1089;1337;248;28/10/2020;202010;60;DOM
11124194;82450262;685;696;11;28/10/2020;202010;60;DOM
11124186;37219571306;17;25;8;28/10/2020;202010;60;DOM
11124203;ges;509;509;0;28/10/2020;202010;60;DOM
11124225;37219570936;32;53;21;28/10/2020;202010;60;DOM
11124237;82450256;278;363;85;28/10/2020;202010;60;DOM
11124193;2018-01131038;1145;1154;9;28/10/2020;202010;60;DOM
11124250;82449694;48;79;31;28/10/2020;202010;60;DOM
11124110;141826409;282;295;13;28/10/2020;202010;60;DOM
11124199;82369918;1040;1234;194;28/10/2020;202010;60;DOM
11124211;82449290;760;830;70;28/10/2020;202010;60;DOM
11124209;31219571322;107;171;64;28/10/2020;202010;60;DOM
11124176;82368117;617;626;9;28/10/2020;202010;60;DOM
11124240;82450052;50;131;81;28/10/2020;202010;60;DOM
11124125;82368824;133;164;31;28/10/2020;202010;60;DOM
11124158;82368389;167;201;34;28/10/2020;202010;60;DOM
11124152;82368173;53;58;5;28/10/2020;202010;60;DOM
11124091;141826411;354;407;53;28/10/2020;202010;60;DOM
11124119;2,01607E+11;295;331;36;28/10/2020;202010;60;DOM
11124207;82450066;238;258;20;28/10/2020;202010;60;DOM
11124238;82449961;27;34;7;28/10/2020;202010;60;DOM
11124239;ges;55;90;35;28/10/2020;202010;60;DOM
11124126;82368356;1042;1155;113;28/10/2020;202010;60;DOM
11124229;41290123;2028;2649;621;28/10/2020;202010;30;PRO
11124230;41298968;4439;5800;1361;28/10/2020;202010;30;PRO
11124202;82450520;2;3;1;28/10/2020;202010;60;DOM
11124136;82368958;624;648;24;28/10/2020;202010;60;DOM
11124142;82368464;442;504;62;28/10/2020;202010;60;DOM
11124135;82369623;1995;2254;259;28/10/2020;202010;60;DOM
11124037;1708090228;818;890;72;28/10/2020;202010;60;DOM
11124015;1604213788;321;363;42;28/10/2020;202010;60;DOM
11124213;37219571553;1667;1840;173;28/10/2020;202010;60;DOM
11124247;ges;78;102;24;28/10/2020;202010;60;DOM
11124161;82368288;113;122;9;28/10/2020;202010;60;DOM
11124215;82450595;54;703;649;28/10/2020;202010;60;DOM
11124054;1425493716;281;353;72;28/10/2020;202010;60;DOM
11124123;82368446;1041;1085;44;28/10/2020;202010;60;DOM
11124065;2,01607E+11;44;50;6;28/10/2020;202010;60;DOM
11124122;2,01607E+11;280;290;10;28/10/2020;202010;60;DOM
11124040;ges;3320;3350;30;28/10/2020;202010;60;DOM
11124038;1708090131;816;930;114;28/10/2020;202010;60;DOM
11124045;1708090206;4149;4200;51;28/10/2020;202010;60;DOM
11124066;1604214301;2344;2603;259;28/10/2020;202010;60;DOM
11124070;1604215217;437;447;10;28/10/2020;202010;60;DOM
11124104;1604215218;2019;2026;7;28/10/2020;202010;60;DOM
11124103;141826416;870;900;30;28/10/2020;202010;60;DOM
11124226;82449129;775;915;140;28/10/2020;202010;60;DOM
11124148;82450168;18;27;9;28/10/2020;202010;60;DOM
11124155;82368341;682;880;198;28/10/2020;202010;60;DOM
11124144;82367856;1616;1975;359;28/10/2020;202010;60;DOM
11124154;82368968;2262;2378;116;28/10/2020;202010;60;DOM
11124192;82369475;57;66;9;28/10/2020;202010;60;DOM
11124201;82450662;92;126;34;28/10/2020;202010;60;DOM
11124266;82448572;21;38;17;28/10/2020;202010;60;DOM
11124138;82369636;208;218;10;28/10/2020;202010;60;DOM
11124187;1704040001;305;317;12;28/10/2020;202010;60;DOM
11124177;37219571074;58;113;55;28/10/2020;202010;60;DOM
11124151;82368774;50;58;8;28/10/2020;202010;60;DOM
11124220;82450318;45;63;18;28/10/2020;202010;60;DOM
11124101;1604214803;6250;6472;222;28/10/2020;202010;60;DOM
11124228;82450264;1114;1133;19;28/10/2020;202010;60;DOM
11124262;37219572205;77;156;79;28/10/2020;202010;60;DOM
11124033;1708090202;1605;1660;55;28/10/2020;202010;60;DOM
11124095;1604213240;5862;6401;539;28/10/2020;202010;60;DOM
11124146;82368922;135;148;13;28/10/2020;202010;60;DOM
11124044;1708090134;13219;14657;1438;28/10/2020;202010;60;DOM
11124170;82368347;2725;3099;374;28/10/2020;202010;60;DOM
11124159;82368430;1164;1229;65;28/10/2020;202010;60;DOM
11124117;41285545;3711;5051;1340;28/10/2020;202010;30;PRO
11124137;82369460;105;116;11;28/10/2020;202010;60;DOM
11124036;1708090390;1926;2210;284;28/10/2020;202010;60;DOM
11124078;14250493773;2701;2833;132;28/10/2020;202010;60;DOM
11124173;82369656;593;610;17;28/10/2020;202010;60;DOM
11124157;82368307;108;125;17;28/10/2020;202010;60;DOM
11124128;82367979;2018;2250;232;28/10/2020;202010;60;DOM
11124222;82448799;1562;1693;131;28/10/2020;202010;60;DOM
11124130;82368292;2218;2446;228;28/10/2020;202010;60;DOM
11124034;1708090132;4850;5045;195;28/10/2020;202010;60;DOM
11124233;1708090132;92;150;58;28/10/2020;202010;60;DOM
11124183;82368899;142;162;20;28/10/2020;202010;60;DOM
11124149;82450229;801;871;70;28/10/2020;202010;60;DOM
11124232;37219571470;778;995;217;28/10/2020;202010;60;DOM
11124264;37219572288;183;197;14;28/10/2020;202010;60;DOM
11124145;82368445;2175;2216;41;28/10/2020;202010;60;DOM
11124097;141826406;3701;4156;455;28/10/2020;202010;60;DOM
11124057;ges;3359;3378;19;28/10/2020;202010;60;DOM
11124132;82368451;189;214;25;28/10/2020;202010;60;DOM
11124188;82449378;59;70;11;28/10/2020;202010;60;DOM
11124235;0;216;308;92;28/10/2020;202010;60;DOM
11124175;2016-07099241;1;10;9;28/10/2020;202010;60;DOM
11124245;37219572536;364;587;223;28/10/2020;202010;60;DOM
11124257;ges;397;416;19;28/10/2020;202010;30;PRO
11124221;82449381;1256;1350;94;28/10/2020;202010;60;DOM
11124121;2,01607E+11;3759;4229;470;28/10/2020;202010;60;DOM
11124252;37219569813;48;81;33;28/10/2020;202010;60;DOM
11124124;82368446;179;216;37;28/10/2020;202010;60;DOM
11124206;37219578343;0;30;30;28/10/2020;202010;60;DOM
11124218;37219578723;0;1;1;28/10/2020;202010;60;DOM
11124248;37219578830;0;5;5;28/10/2020;202010;60;DOM
11124254;37219577477;0;16;16;28/10/2020;202010;60;DOM
11124258;37219578707;0;1;1;28/10/2020;202010;60;DOM
11124271;37219577469;0;7;7;28/10/2020;202010;60;DOM
11124272;37219577485;0;28;28;28/10/2020;202010;60;DOM
11124273;37219577261;0;7;7;28/10/2020;202010;60;DOM
11124274;37219577139;0;12;12;28/10/2020;202010;60;DOM
11124275;37219577444;0;31;31;28/10/2020;202010;60;DOM
11124276;37219577501;0;252;252;28/10/2020;202010;60;DOM
11124277;37219578244;0;10;10;28/10/2020;202010;60;DOM
11124280;37219577113;0;128;128;28/10/2020;202010;60;DOM
11124281;37219577295;0;17;17;28/10/2020;202010;60;DOM
11124282;37219577394;0;98;98;28/10/2020;202010;60;DOM
11124261;37219571058;0;1413;1413;28/10/2020;202010;60;DOM
11124204;82450140;0;617;617;28/10/2020;202010;60;DOM
11124253;82450112;0;38;38;28/10/2020;202010;60;DOM
11123012;ges;0;1248;1248;28/10/2020;202010;60;DOM
11228012;82449703;0;152;152;28/10/2020;202010;60;DOM
11229033;41290231;418;496;78;28/10/2020;202010;30;PRO
11229025;1708090040;2464;2528;64;28/10/2020;202010;60;DOM
11229028;82448826;700;711;11;28/10/2020;202010;60;DOM
11229029;82449012;98;114;16;28/10/2020;202010;60;DOM
11229027;82449023;1950;2377;427;28/10/2020;202010;60;DOM
11229023;1708080039;4964;5302;338;28/10/2020;202010;60;DOM
11229026;41235938;5042;5644;602;28/10/2020;202010;30;PRO
11229021;1708090299;3493;3696;203;28/10/2020;202010;60;DOM
11229024;1708090042;1323;1448;125;28/10/2020;202010;60;DOM
11229022;ges;2998;3162;164;28/10/2020;202010;60;DOM
11229034;82449681;0;116;116;28/10/2020;202010;60;DOM
11229035;37219578749;0;38;38;28/10/2020;202010;60;DOM
11112036;37219571777;0;29;29;28/10/2020;202010;60;DOM
11112041;37219578442;0;28;28;28/10/2020;202010;60;DOM
11112021;37219570811;0;3;3;28/10/2020;202010;60;DOM
11112024;82450156;1125;1383;258;28/10/2020;202010;60;DOM
11112025;82450676;79;108;29;28/10/2020;202010;60;DOM
11112030;82449477;1318;1359;41;28/10/2020;202010;60;DOM
11112032;37219578558;0;27;27;28/10/2020;202010;60;DOM
11112023;82449119;99;125;26;28/10/2020;202010;60;DOM
11112022;82368808;1063;1244;181;28/10/2020;202010;60;DOM
11112035;37219571587;0;134;134;28/10/2020;202010;60;DOM
11112029;82450268;20;33;13;28/10/2020;202010;60;DOM
11112033;37219578442;0;12;12;28/10/2020;202010;60;DOM
11112003;82450515;1313;1478;165;28/10/2020;202010;60;DOM
11112040;37219571678;0;18;18;28/10/2020;202010;60;DOM
11112039;37219578434;0;18;18;28/10/2020;202010;60;DOM
11112043;37219578368;0;13;13;28/10/2020;202010;60;DOM
11112031;82449183;1218;1616;398;28/10/2020;202010;60;DOM
11112045;37219578418;0;11;11;28/10/2020;202010;60;DOM
11112018;82450259;48;53;5;28/10/2020;202010;60;DOM
11112034;37219578426;0;161;161;28/10/2020;202010;60;DOM
11112037;37219569854;0;275;275;28/10/2020;202010;60;DOM
11112028;82448993;605;621;16;28/10/2020;202010;60;DOM
11112019;82369532;1294;1321;27;28/10/2020;202010;60;DOM
11112020;2016-07098723;1105;1229;124;28/10/2020;202010;60;DOM
11112026;82449195;1019;1235;216;28/10/2020;202010;60;DOM
11112027;14250517712;706;984;278;28/10/2020;202010;60;DOM
11112010;37219578301;0;20;20;28/10/2020;202010;60;DOM
11224002;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11224004;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11224006;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11112014;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11112015;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11112016;1,2402E+12;0;48;48;28/10/2020;202010;120;DOM
11112017;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11224009;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11123004;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11123008;1,3982E+12;0;48;48;28/10/2020;202010;120;DOM
11123009;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11123010;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11228001;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220030;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11201012;1,8612E+12;0;48;48;28/10/2020;202010;120;DOM
11201013;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201014;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201015;1,4022E+13;0;48;48;28/10/2020;202010;120;DOM
11201016;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201017;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201018;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201019;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11201020;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201023;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201024;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201025;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201026;1,4242E+12;0;48;48;28/10/2020;202010;120;DOM
11201028;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201029;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201030;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11201031;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11220032;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220034;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11201032;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11228002;1,3732E+12;0;48;48;28/10/2020;202010;120;DOM
11228003;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11228004;1,4032E+11;0;48;48;28/10/2020;202010;120;DOM
11228005;1,5082E+12;0;48;48;28/10/2020;202010;120;DOM
11228006;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11228007;1,7652E+12;0;48;48;28/10/2020;202010;120;DOM
11228008;2,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11228009;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11228010;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11228011;1,5152E+12;0;48;48;28/10/2020;202010;120;DOM
11229001;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229002;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229003;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229004;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229005;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229006;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11229007;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229008;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229009;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229010;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11229011;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229012;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229013;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229014;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229015;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229016;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229017;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229018;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229019;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11229020;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220002;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220003;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220004;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11220005;1,4032E+13;0;48;48;28/10/2020;202010;120;DOM
11220007;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220008;2,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11220010;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220011;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11220012;1,6902E+12;0;48;48;28/10/2020;202010;120;DOM
11220014;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220015;1,4022E+12;0;48;48;28/10/2020;202010;120;DOM
11220019;2,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220020;1,4032E+12;0;48;48;28/10/2020;202010;120;DOM
11220022;1,3732E+12;0;48;48;28/10/2020;202010;120;DOM
11123002;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11123001;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11123011;2,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11123007;2,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11117040;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11117041;1,4932E+12;0;48;48;28/10/2020;202010;120;DOM
11117044;1,8592E+11;0;48;48;28/10/2020;202010;120;DOM
11117045;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11117046;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11117047;1,6482E+12;0;48;48;28/10/2020;202010;120;DOM
11124016;1,5372E+12;0;176;176;28/10/2020;202010;120;DOM
11124017;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11124018;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11124019;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11124021;1,3932E+12;0;48;48;28/10/2020;202010;120;DOM
11124022;2,5152E+12;0;48;48;28/10/2020;202010;120;DOM
11124023;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11124024;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
11124025;1,9132E+12;0;48;48;28/10/2020;202010;120;DOM
11124029;1,8592E+12;0;48;48;28/10/2020;202010;120;DOM
