ReferenceContrat;numcompteur;Ancienindex;Nouvelindex;consommation;datereleve;periode;nombrejours;categorie
12115003; 37219568195-4;123;123;0;25/01/2021;202101;60;DOM 
12115005;82448891;1366;1339;0;25/01/2021;202101;60;DOM 
12115076;37219579127-4;59;14;0;25/01/2021;202101;60;DOM 
12115085;37219576123-6;15;12;0;25/01/2021;202101;60;DOM 
12115101;170306-0028;6383;6295;0;25/01/2021;202101;60;DOM 
12115145;37219568450-3;25;9;0;25/01/2021;202101;60;DOM 
12115160;82368540;71;14;0;25/01/2021;202101;60;DOM 
12115218;82449676;20;17;0;25/01/2021;202101;60;DOM 
12115250;37219561505-1;25;7;0;25/01/2021;202101;60;DOM 
12115259;82368936;678;78;0;25/01/2021;202101;60;DOM 
12115316;9588;198;145;0;25/01/2021;202101;60;DOM 
12115324;82450671;184;0;0;25/01/2021;202101;60;DOM 
12115365;37219561885-7;129;129;0;25/01/2021;202101;60;DOM 
12202015;37219562032-5;902;809;0;25/01/2021;202101;60;PROD
12246015;37219567577-4;1;1;0;25/01/2021;202101;60;DOM 
12450004;37219567494-2;1;1;0;25/01/2021;202101;60;DOM 
12450135;141826306;1658;1658;0;25/01/2021;202101;60;PROD
12455068;82450413;50;50;0;25/01/2021;202101;60;DOM 
12604049;41290404;1915;1915;0;25/01/2021;202101;60;PROD
12604084;82449998;67;67;0;25/01/2021;202101;60;PROD
12809062;82369750;1330;1330;0;25/01/2021;202101;60;PROD
12815041;150303-0494;1272;1146;0;25/01/2021;202101;60;DOM 
12815051;82448894;58;1;0;25/01/2021;202101;60;DOM 
12815061;82448670;132;64;0;25/01/2021;202101;60;DOM 
12815063;82359595;295;98;0;25/01/2021;202101;60;DOM 
12815064;150303-0186;4254;4254;0;25/01/2021;202101;60;DOM 
12815065;170306-0018;7444;7444;0;25/01/2021;202101;60;DOM 
12815066;82450762;3;3;0;25/01/2021;202101;60;DOM 
12815067;82449919;592;592;0;25/01/2021;202101;60;DOM 
12815068;82368988;25;25;0;25/01/2021;202101;60;DOM 
21106019;82369611;11;11;0;25/01/2021;202101;60;DOM 
21106052;82368772;172;138;0;25/01/2021;202101;60;DOM 
21117031;37219561802-2;1;1;0;25/01/2021;202101;60;DOM 
21123009;37219562214-9;49;49;0;25/01/2021;202101;60;DOM 
21125020;37219561349-4;12;12;0;25/01/2021;202101;60;DOM 
21152011;37219579457-5;0;0;0;25/01/2021;202101;60;DOM 
21152026;30042039;12550;12550;0;25/01/2021;202101;60;PROD
21409007;41237495;24314;24314;0;25/01/2021;202101;60;PROD
21410024;41290331;2119;2119;0;25/01/2021;202101;60;PROD
22101002;82450122;249;232;0;25/01/2021;202101;60;DOM 
22101057;82450242;1524;1223;0;25/01/2021;202101;60;DOM 
22102042;37219562974-8;30;18;0;25/01/2021;202101;60;DOM 
22102124;141826305;377;377;0;25/01/2021;202101;60;DOM 
22103073;82449547;612;352;0;25/01/2021;202101;60;DOM 
22103086;82449955;51;0;0;25/01/2021;202101;60;DOM 
22106020;82449577;80;59;0;25/01/2021;202101;60;DOM 
22107018;37219525698-1;75;69;0;25/01/2021;202101;60;DOM 
22107071;37219560259-6;81;6;0;25/01/2021;202101;60;DOM 
22130034;37219569201-9;87;30;0;25/01/2021;202101;60;DOM 
22130037;37219569797-6;75;36;0;25/01/2021;202101;60;DOM 
22130038;37219569649-9;85;29;0;25/01/2021;202101;60;DOM 
22201106;37219564459-8;47;33;0;25/01/2021;202101;60;DOM 
22201115;37219578889-0;30;30;0;25/01/2021;202101;60;DOM 
22201152;37219579416-1;10;6;0;25/01/2021;202101;60;DOM 
22201162;41290209;2336;2107;0;25/01/2021;202101;60;PROD
22201163;82369585;349;203;0;25/01/2021;202101;60;DOM 
22201165;37219562875-7;203;203;0;25/01/2021;202101;60;DOM 
22234023;37219566249-1;25;24;0;25/01/2021;202101;60;DOM 
22301184;82448815;705;79;0;25/01/2021;202101;60;DOM 
22301200;82450678;263;171;0;25/01/2021;202101;60;DOM 
22301204;82368923;56;56;0;25/01/2021;202101;60;DOM 
22301210;82449464;3;3;0;25/01/2021;202101;60;DOM 
22308170;82450084;4;4;0;25/01/2021;202101;60;DOM 
22401005;82369570;1076;1049;0;25/01/2021;202101;60;DOM 
22401061;82449931;148;88;0;25/01/2021;202101;60;DOM 
22401082;82450109;3;2;0;25/01/2021;202101;60;DOM 
22401087;2M04201700049;141;141;0;25/01/2021;202101;60;DOM 
22402040;37219561125-8;10;2;0;25/01/2021;202101;60;DOM 
22402056;82369571;245;245;0;25/01/2021;202101;60;PROD
22402080;170809-8036;2901;2773;0;25/01/2021;202101;60;DOM 
22402090;1708090192;691;657;0;25/01/2021;202101;60;DOM 
22405024;170809-0037;2154;2145;0;25/01/2021;202101;60;DOM 
22405042;170809-0124;3171;3091;0;25/01/2021;202101;60;DOM 
22405063;82368503;247;181;0;25/01/2021;202101;60;DOM 
22405099;82450425;852;102;0;25/01/2021;202101;60;DOM 
22405116;1P14201500142;111;111;0;25/01/2021;202101;60;DOM 
22405132;82450030;441;441;0;25/01/2021;202101;60;DOM 
22416035;82369546;11;11;0;25/01/2021;202101;60;DOM 
22501039;41237521;3968;3954;0;25/01/2021;202101;60;PROD
22523002;37219565902-6;824;354;0;25/01/2021;202101;60;DOM 
22523032;37219554509-0;64;21;0;25/01/2021;202101;60;DOM 
22601062;37219569623-4;13;1;0;25/01/2021;202101;60;DOM 
22601063;37219568203-6;1372;30;0;25/01/2021;202101;60;DOM 
22601067;82368579;2603;2603;0;25/01/2021;202101;60;DOM 
22603008;82368306;2162;2162;0;25/01/2021;202101;60;DOM 
22603054;37219563956-4;165;165;0;25/01/2021;202101;60;PROD
22603060;141826276;4393;3707;0;25/01/2021;202101;60;DOM 
22603061;37219568393-5;0;0;0;25/01/2021;202101;60;DOM 
22603064;82369357;1;1;0;25/01/2021;202101;60;DOM 
22603075;82368674;4;4;0;25/01/2021;202101;60;DOM 
22603076;82368079;1715;1715;0;25/01/2021;202101;60;DOM 
22603079;82368254;525;525;0;25/01/2021;202101;60;PROD
22603081;41235763;2154;2154;0;25/01/2021;202101;60;PROD
22604092;41290354;825;825;0;25/01/2021;202101;60;PROD
22607017;37219546453-9;25;25;0;25/01/2021;202101;60;PROD
22607028;150303-0174;8076;8076;0;25/01/2021;202101;60;DOM 
22613004;150303-0309;4992;4945;0;25/01/2021;202101;60;DOM 
22626025;150303-0234;2815;2755;0;25/01/2021;202101;60;DOM 
22627019;150303-0477;5322;5322;0;25/01/2021;202101;60;DOM 
22628039;30042188;600;600;0;25/01/2021;202101;60;PROD
22632013;82367237;175;141;0;25/01/2021;202101;60;DOM 
22636002;82369810;391;353;0;25/01/2021;202101;60;DOM 
22637015;82369285;45;41;0;25/01/2021;202101;60;DOM 
22640010;82449098;223;161;0;25/01/2021;202101;60;DOM 
22640018;82368348;1;1;0;25/01/2021;202101;60;DOM 
23101062;82369539;347;333;0;25/01/2021;202101;60;DOM 
23203004;82369184;1853;1853;0;25/01/2021;202101;60;DOM 
23203048;37219575927-1;25;9;0;25/01/2021;202101;60;DOM 
23224052;82448185;544;254;0;25/01/2021;202101;60;DOM 
23251011;37219576073-3;25;6;0;25/01/2021;202101;60;DOM 
23401093;82449383;4;4;0;25/01/2021;202101;60;DOM 
23816001;37219575794-8;25;11;0;25/01/2021;202101;60;DOM 
23816023;41289926;1046;1046;0;25/01/2021;202101;60;PROD
23816032;124139081-int;0;0;0;25/01/2021;202101;60;DOM 
23816113;37219561158-9;15;15;0;25/01/2021;202101;60;DOM 
23816147;82368785;574;575;1;25/01/2021;202101;60;DOM 
23816160;37219569771;276;277;1;25/01/2021;202101;60;DOM 
23816163;141826451;476;477;1;25/01/2021;202101;60;DOM 
23817020;82448616;7;8;1;25/01/2021;202101;60;DOM 
23821088;9479;5;6;1;25/01/2021;202101;60;DOM 
23821089;82450386;544;545;1;25/01/2021;202101;60;DOM 
23823070;37219559848;149;150;1;25/01/2021;202101;60;DOM 
23823075;82368962;11;12;1;25/01/2021;202101;60;DOM 
23826067;37219574037-0;316;317;1;25/01/2021;202101;60;DOM 
23826073;37219572650-2;2;3;1;25/01/2021;202101;60;DOM 
23833015;37219566553-6;3;4;1;25/01/2021;202101;60;DOM 
23833017;37219576784-5;0;1;1;25/01/2021;202101;60;DOM 
23847022;37219576859-5;0;1;1;25/01/2021;202101;60;DOM 
23849019;372195 73070-2;0;1;1;25/01/2021;202101;60;DOM 
23851011;37219564228-7;0;1;1;25/01/2021;202101;60;DOM 
23857039;372195 75778-8;0;1;1;25/01/2021;202101;60;DOM 
23857043;37219565548-7;0;1;1;25/01/2021;202101;60;DOM 
23861016;37219574383-8;0;1;1;25/01/2021;202101;60;DOM 
24329108; 37219569037-7;13;14;1;25/01/2021;202101;60;DOM 
24342040; 37219572411-9;3;4;1;25/01/2021;202101;60;DOM 
24342120;37219568468-5;6;7;1;25/01/2021;202101;60;DOM 
24344067; 37219560630-8;23;24;1;25/01/2021;202101;60;DOM 
41102004;37219562271-9;19;20;1;25/01/2021;202101;60;DOM 
41103004;37219573682-4;0;1;1;25/01/2021;202101;60;DOM 
41201032;37219564210-5;24;25;1;25/01/2021;202101;60;DOM 
41201069;170404-0025;47;48;1;25/01/2021;202101;60;DOM 
41201079;37219561745-8;4;5;1;25/01/2021;202101;60;DOM 
41201110;82369059;620;621;1;25/01/2021;202101;60;DOM 
41201131;37219568096-4;8;9;1;25/01/2021;202101;60;DOM 
41201135;37219569219-1;22;23;1;25/01/2021;202101;60;DOM 
41201137;37219569896-6;7;8;1;25/01/2021;202101;60;DOM 
41201145;82449027;1389;1390;1;25/01/2021;202101;60;DOM 
41201152;82449471;14;15;1;25/01/2021;202101;60;DOM 
41201158;150303-0160;1230;1231;1;25/01/2021;202101;60;PROD
41210012;82368275;1170;1171;1;25/01/2021;202101;60;DOM 
41210048;82368270;26;27;1;25/01/2021;202101;60;DOM 
41212002;82368301;22;23;1;25/01/2021;202101;60;DOM 
41213082;82449996;693;694;1;25/01/2021;202101;60;DOM 
41213097;3721956075-6;1;2;1;25/01/2021;202101;60;DOM 
124139075;82450516;15;16;1;25/01/2021;202101;60;DOM 
124139081;82449930;13;14;1;25/01/2021;202101;60;DOM 
23222034;82450173;1;2;1;25/01/2021;202101;60;DOM 
12115248;82448859;8;9;1;25/01/2021;202101;60;DOM 
12115290;82449389;92;93;1;25/01/2021;202101;60;DOM 
12115306;82450208;349;351;2;25/01/2021;202101;60;DOM 
12115328;82450673;39;41;2;25/01/2021;202101;60;DOM 
12202074;82368208;2205;2207;2;25/01/2021;202101;60;DOM 
12202122;82448982;12;14;2;25/01/2021;202101;60;DOM 
12866065;82368752;23;25;2;25/01/2021;202101;60;DOM 
21106007;37219572643-7;7;9;2;25/01/2021;202101;60;DOM 
21106059;82369362;80;82;2;25/01/2021;202101;60;DOM 
21106076;37219565753-3;0;2;2;25/01/2021;202101;60;DOM 
21121001;37219565571-9;0;2;2;25/01/2021;202101;60;DOM 
21152001;37219575653-3;0;2;2;25/01/2021;202101;60;DOM 
21152002;37219574110-5;1;3;2;25/01/2021;202101;60;DOM 
21152004;37219574144-4;20;22;2;25/01/2021;202101;60;DOM 
21152007;37219577022-9;3;5;2;25/01/2021;202101;60;DOM 
21152025;37219568468-5;0;2;2;25/01/2021;202101;60;DOM 
21152027;37219567312-6;0;2;2;25/01/2021;202101;60;DOM 
21410019;82448794;32;34;2;25/01/2021;202101;60;DOM 
22102062;37219576529-4;16;18;2;25/01/2021;202101;60;DOM 
22102138;37219560846-0;3;5;2;25/01/2021;202101;60;DOM 
22102154;37219561562-2;4;6;2;25/01/2021;202101;60;DOM 
22405143;37219561000-3;20;22;2;25/01/2021;202101;60;DOM 
22405151;37219564491-1;32;34;2;25/01/2021;202101;60;DOM 
22416023;82449503;9;11;2;25/01/2021;202101;60;DOM 
22601068;82448628;9;11;2;25/01/2021;202101;60;DOM 
22604025;37219575372-0;8;10;2;25/01/2021;202101;60;DOM 
22609034;82448644;1;3;2;25/01/2021;202101;60;DOM 
22627001;141826382;379;381;2;25/01/2021;202101;60;DOM 
22628043;82450688;20;22;2;25/01/2021;202101;60;DOM 
22632053;82450038;9;11;2;25/01/2021;202101;60;DOM 
22632065;82449060;41;43;2;25/01/2021;202101;60;DOM 
22637032;37219574540-3;13;15;2;25/01/2021;202101;60;DOM 
22640009;37219562024-2;2;4;2;25/01/2021;202101;60;DOM 
22704020;82368632;17;19;2;25/01/2021;202101;60;DOM 
23107044;37219566819-1;12;14;2;25/01/2021;202101;60;DOM 
23222043;82368071;18;20;2;25/01/2021;202101;60;DOM 
23810028;37219578491-5;12;14;2;25/01/2021;202101;60;DOM 
23813019;82449063;28;30;2;25/01/2021;202101;60;DOM 
23816177;82450298;18;20;2;25/01/2021;202101;60;DOM 
23861018;82450983;11;13;2;25/01/2021;202101;60;DOM 
41104038;82368896;105;108;3;25/01/2021;202101;60;DOM 
41201105;141826457;164;167;3;25/01/2021;202101;60;DOM 
41213053;3,72E+11;23;26;3;25/01/2021;202101;60;DOM 
124139079;82449053;6;9;3;25/01/2021;202101;60;DOM 
12115243;82449989;57;60;3;25/01/2021;202101;60;DOM 
12282001;82368410;938;941;3;25/01/2021;202101;60;PROD
12450146;82449830;455;458;3;25/01/2021;202101;60;DOM 
12618011;82449846;10;13;3;25/01/2021;202101;60;DOM 
21106024;37219571827;8;11;3;25/01/2021;202101;60;DOM 
21106071;82449029;18;21;3;25/01/2021;202101;60;DOM 
21125019;82369247;24;27;3;25/01/2021;202101;60;DOM 
21152014;82368050;899;902;3;25/01/2021;202101;60;DOM 
21152015;82368838;33;36;3;25/01/2021;202101;60;DOM 
21152024;37219574391-1;32;35;3;25/01/2021;202101;60;DOM 
21410016;82369302;25;28;3;25/01/2021;202101;60;DOM 
21410023;82369239;20;23;3;25/01/2021;202101;60;DOM 
21430028;37219564798-9;9;12;3;25/01/2021;202101;60;DOM 
22102011;37219562651-2;20;23;3;25/01/2021;202101;60;DOM 
22102158;82369624;27;30;3;25/01/2021;202101;60;DOM 
22104034;82368777;60;63;3;25/01/2021;202101;60;DOM 
22234001;82369016;14;17;3;25/01/2021;202101;60;DOM 
22405081;37219576743-1;0;3;3;25/01/2021;202101;60;DOM 
22405117;37219577105-2;0;3;3;25/01/2021;202101;60;DOM 
22405121;37219565944-8;0;3;3;25/01/2021;202101;60;DOM 
22601071;37219564087-7;0;3;3;25/01/2021;202101;60;DOM 
22609012;37219565480-3;0;3;3;25/01/2021;202101;60;DOM 
22609021;37219564467-1;0;3;3;25/01/2021;202101;60;DOM 
22613014;37219575661-6;0;3;3;25/01/2021;202101;60;DOM 
22613101;372195 76818-1;0;3;3;25/01/2021;202101;60;DOM 
22626005;372195 76792-8;0;3;3;25/01/2021;202101;60;DOM 
22627014;37219575695-4;0;3;3;25/01/2021;202101;60;DOM 
22632014;37219568013-9;4;7;3;25/01/2021;202101;60;DOM 
22632030;37219566967-8;1;4;3;25/01/2021;202101;60;DOM 
22640006;37219576115-2;7;10;3;25/01/2021;202101;60;DOM 
22640054;82368162;38;41;3;25/01/2021;202101;60;DOM 
23821102;37219567676-4;0;3;3;25/01/2021;202101;60;DOM 
23821107;82368910;25;28;3;25/01/2021;202101;60;DOM 
23857020;82368338;428;431;3;25/01/2021;202101;60;DOM 
41201121;37219577634-1;12;15;3;25/01/2021;202101;60;DOM 
41210039;37219561794-1;9;12;3;25/01/2021;202101;60;DOM 
41210051;34219576156-6;17;20;3;25/01/2021;202101;60;DOM 
41213078;37219578533-4;15;18;3;25/01/2021;202101;60;DOM 
12115006;82450167;483;486;3;25/01/2021;202101;60;PROD
12115310;37219579184-5;18;21;3;25/01/2021;202101;60;DOM 
12115367;37219574656-7;42;45;3;25/01/2021;202101;60;DOM 
12210015;82448754;26;29;3;25/01/2021;202101;60;DOM 
12450040;82449326;1;4;3;25/01/2021;202101;60;DOM 
12450144;82448633;30;33;3;25/01/2021;202101;60;DOM 
12450165;37219566066-9;13;16;3;25/01/2021;202101;60;DOM 
12515016;37219561315-5;12;15;3;25/01/2021;202101;60;DOM 
12604026;82369250;50;53;3;25/01/2021;202101;60;DOM 
12618035;37219563980-4;362;365;3;25/01/2021;202101;60;DOM 
12618042;37219565787-1;20;23;3;25/01/2021;202101;60;DOM 
12808032;82368833;59;62;3;25/01/2021;202101;60;DOM 
21106033;82368576;30;33;3;25/01/2021;202101;60;DOM 
21106075;37219566363-0;3;6;3;25/01/2021;202101;60;DOM 
21117018;170809-0010;3277;3280;3;25/01/2021;202101;60;PROD
21117022;82449116;135;138;3;25/01/2021;202101;60;DOM 
21121033;82450186;437;440;3;25/01/2021;202101;60;DOM 
21123002;82450391;15;18;3;25/01/2021;202101;60;DOM 
21125024;82449179;16;19;3;25/01/2021;202101;60;DOM 
21125031;82449258;1210;1213;3;25/01/2021;202101;60;DOM 
21125038;82449226;23;26;3;25/01/2021;202101;60;DOM 
21152003;82440439;34;37;3;25/01/2021;202101;60;DOM 
21152005;82448453;11;15;4;25/01/2021;202101;60;DOM 
21152010;82368622;94;98;4;25/01/2021;202101;60;DOM 
21152013;82449903;151;155;4;25/01/2021;202101;60;DOM 
21152017;82448564;28;32;4;25/01/2021;202101;60;DOM 
21152019;37219577782;0;4;4;25/01/2021;202101;60;DOM 
21152020;82450056;16;20;4;25/01/2021;202101;60;DOM 
21152022;82450951;14;18;4;25/01/2021;202101;60;DOM 
21152023;82450808;23;27;4;25/01/2021;202101;60;DOM 
21152029;82368485;30;34;4;25/01/2021;202101;60;DOM 
21410025;82369599;45;49;4;25/01/2021;202101;60;DOM 
21430025;82369668;53;57;4;25/01/2021;202101;60;DOM 
22101079;37219566983-5;2;6;4;25/01/2021;202101;60;DOM 
22102122;37219561265-2;12;16;4;25/01/2021;202101;60;DOM 
22102153;37219573443-1;9;13;4;25/01/2021;202101;60;DOM 
22405067;37219574292-1;3;7;4;25/01/2021;202101;60;DOM 
22405079;37219574284-8;5;9;4;25/01/2021;202101;60;DOM 
22405095;82369063;52;56;4;25/01/2021;202101;60;DOM 
22405124; 37219568823-1;20;24;4;25/01/2021;202101;60;DOM 
22416014; 37219568898-3;19;23;4;25/01/2021;202101;60;DOM 
22416022; 37219572585-0;15;19;4;25/01/2021;202101;60;DOM 
22613006;37219564525-6;0;4;4;25/01/2021;202101;60;DOM 
22613007;14250494383;398;402;4;25/01/2021;202101;60;DOM 
22613031;82448904;120;124;4;25/01/2021;202101;60;DOM 
22632005;82449892;25;29;4;25/01/2021;202101;60;DOM 
22632025;150303-0207;10766;10770;4;25/01/2021;202101;60;DOM 
22640042;82450302;17;21;4;25/01/2021;202101;60;DOM 
23251018;82450454;649;653;4;25/01/2021;202101;60;DOM 
23251020;170404-0008;2018;2022;4;25/01/2021;202101;60;PROD
23807017;82368963;83;87;4;25/01/2021;202101;60;DOM 
23814062;82368828;32;36;4;25/01/2021;202101;60;DOM 
23821120;82369603;22;26;4;25/01/2021;202101;60;DOM 
23837005;37219577709-1;15;19;4;25/01/2021;202101;60;DOM 
23837007;37219562305-5;13;17;4;25/01/2021;202101;60;DOM 
23851026;37219562230-5;60;64;4;25/01/2021;202101;60;DOM 
24343017;37219561570-5;15;19;4;25/01/2021;202101;60;DOM 
41201167;37219577931-1;9;13;4;25/01/2021;202101;60;DOM 
41201172;37219573765-7;15;19;4;25/01/2021;202101;60;DOM 
41210011;37219561653-9;20;24;4;25/01/2021;202101;60;DOM 
41210045;37219570613-2;9;13;4;25/01/2021;202101;60;DOM 
41213005;37219567817-4;18;22;4;25/01/2021;202101;60;DOM 
41213042;82450693;5;9;4;25/01/2021;202101;60;DOM 
124139073;37219567874-5;11;15;4;25/01/2021;202101;60;DOM 
12115051;82450697;24;28;4;25/01/2021;202101;60;DOM 
12115280;82448979;39;43;4;25/01/2021;202101;60;DOM 
12115318;37219561406-2;3;7;4;25/01/2021;202101;60;DOM 
12115354;82449074;24;28;4;25/01/2021;202101;60;DOM 
12450201;37219574698-9;24;28;4;25/01/2021;202101;60;DOM 
12515005;37219569904-8;4;8;4;25/01/2021;202101;60;DOM 
12618045;82368191;85;89;4;25/01/2021;202101;60;DOM 
12618048;82450408;20;24;4;25/01/2021;202101;60;DOM 
21106029;82448903;20;24;4;25/01/2021;202101;60;DOM 
21125012;141826275;2001;2005;4;25/01/2021;202101;60;DOM 
21125030;82368131;11;15;4;25/01/2021;202101;60;DOM 
21410001;82368034;217;221;4;25/01/2021;202101;60;DOM 
21410007;82448775;10;14;4;25/01/2021;202101;60;DOM 
21410010;37219566488-5;4;8;4;25/01/2021;202101;60;DOM 
21410020;37219566371-3;0;4;4;25/01/2021;202101;60;DOM 
21410021;37219573617-0;5;9;4;25/01/2021;202101;60;DOM 
22101064;82369257;44;48;4;25/01/2021;202101;60;DOM 
22102081;1708090274;1819;1823;4;25/01/2021;202101;60;DOM 
22102128;37219576107-9;0;4;4;25/01/2021;202101;60;DOM 
22102133;1086602;18;23;5;25/01/2021;202101;60;DOM 
22102160;82449982;13;18;5;25/01/2021;202101;60;DOM 
22103065;82449101;26;31;5;25/01/2021;202101;60;DOM 
22107046;82369142;139;144;5;25/01/2021;202101;60;DOM 
22107060;82449604;86;91;5;25/01/2021;202101;60;DOM 
22201046;82450522;4;9;5;25/01/2021;202101;60;DOM 
22401057;82369039;40;45;5;25/01/2021;202101;60;DOM 
22402074;37219560721-5;3;8;5;25/01/2021;202101;60;DOM 
22405010;82369660;52;57;5;25/01/2021;202101;60;DOM 
22405030;372195 75596-4;0;5;5;25/01/2021;202101;60;DOM 
22405054;37219576800-9;0;5;5;25/01/2021;202101;60;DOM 
22405074;37219565563-6;0;5;5;25/01/2021;202101;60;DOM 
22405104;37219577097-1;0;5;5;25/01/2021;202101;60;DOM 
22405106;372195 75703-6;0;5;5;25/01/2021;202101;60;DOM 
22405107;37219567940-4;2;7;5;25/01/2021;202101;60;DOM 
22405148;37219573120-5;15;20;5;25/01/2021;202101;60;DOM 
22416004;37219576990-8;2;7;5;25/01/2021;202101;60;DOM 
22416051;37219573674-1;27;32;5;25/01/2021;202101;60;DOM 
22609014; 37219568930-4;28;33;5;25/01/2021;202101;60;DOM 
22609040;37219567288-8;0;5;5;25/01/2021;202101;60;DOM 
22613054;82448750;107;112;5;25/01/2021;202101;60;DOM 
22613076; 37219577675-4;19;24;5;25/01/2021;202101;60;DOM 
22613083;82469681;27;32;5;25/01/2021;202101;60;DOM 
22626042;37219561828-7;43;48;5;25/01/2021;202101;60;DOM 
22626043;82368978;41;46;5;25/01/2021;202101;60;DOM 
22628035;82368619;106;111;5;25/01/2021;202101;60;DOM 
22632020;37219577527-7;15;20;5;25/01/2021;202101;60;DOM 
22637040;37219577600-2;18;23;5;25/01/2021;202101;60;DOM 
23203076;37219560135-8;6;11;5;25/01/2021;202101;60;DOM 
23222023;37219577279-5;18;23;5;25/01/2021;202101;60;DOM 
23224005;37219562990-4;14;19;5;25/01/2021;202101;60;DOM 
23801002;82368195;34;39;5;25/01/2021;202101;60;DOM 
23816129;82449561;29;34;5;25/01/2021;202101;60;DOM 
23820018;82449520;30;35;5;25/01/2021;202101;60;DOM 
23821081;82449535;26;31;5;25/01/2021;202101;60;DOM 
23837003;82450707;22;27;5;25/01/2021;202101;60;DOM 
23851018;82449967;20;25;5;25/01/2021;202101;60;DOM 
23851028;82450117;49;54;5;25/01/2021;202101;60;DOM 
23857003;82449166;48;53;5;25/01/2021;202101;60;DOM 
23857038;82450048;19;24;5;25/01/2021;202101;60;PROD
23864005;82449010;13;18;5;25/01/2021;202101;60;DOM 
41201177;37219574581-7;20;25;5;25/01/2021;202101;60;DOM 
12115041;37219569185-4;18;23;5;25/01/2021;202101;60;DOM 
12515020;37219561901-2;18;23;5;25/01/2021;202101;60;DOM 
12618029;82450591;22;27;5;25/01/2021;202101;60;DOM 
12618034;37219562057-2;25;30;5;25/01/2021;202101;60;DOM 
12618060;37219561687-7;13;18;5;25/01/2021;202101;60;DOM 
12809053;82368712;87;92;5;25/01/2021;202101;60;DOM 
21106004;82449422;42;47;5;25/01/2021;202101;60;DOM 
21121021;37219563238;5;10;5;25/01/2021;202101;60;DOM 
21125034;82449087;66;71;5;25/01/2021;202101;60;DOM 
21152006;82368792;51;56;5;25/01/2021;202101;60;DOM 
21152008;37219564046-3;23;28;5;25/01/2021;202101;60;DOM 
21152009;37219562461-0;7;12;5;25/01/2021;202101;60;DOM 
21152012;82369627;270;275;5;25/01/2021;202101;60;DOM 
21152016;37219566918-1;24;29;5;25/01/2021;202101;60;DOM 
21409001;37219568443-8;4;9;5;25/01/2021;202101;60;DOM 
21410009;37219565313-0;3;8;5;25/01/2021;202101;60;DOM 
21518001;82450721;74;79;5;25/01/2021;202101;60;DOM 
22101072;82468552;32;37;5;25/01/2021;202101;60;DOM 
22102024;37219563592-7;0;5;5;25/01/2021;202101;60;DOM 
22102118;37219568286-1;25;30;5;25/01/2021;202101;60;DOM 
22401063;82450022;43;48;5;25/01/2021;202101;60;DOM 
